"Model: 'ARClock_withLocalization::slowdunequal PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation19' (),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(SimID_1128574074_0_ (PDE Simulation)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 100.0) (saved timepoints 101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable names,A,C,mRNA_A_,mRNA_R,PrmA,PrmA_bound,PrmR,PrmR_bound,R,vcRegionVolume,vcRegionArea,vcRegionVolume_cell,vcRegionVolume_extracellular,J_A_decay,J_A_trnscr,J_A_trnsl,J_active_A_trnscr,J_active_R_trnsc,J_AR_binding,J_C_decay,J_mRNA_A_decay,J_mRNA_R_decay,J_PrmA_activation,J_PrmR_activation,J_R_decay,J_R_trnsc,J_R_trnsl,Kf_A_decay,Kf_A_trnscr,Kf_A_trnsl,Kf_active_A_trnscr,Kf_active_R_trnsc,Kf_AR_binding,Kf_C_decay,Kf_PrmA_activation,Kf_PrmR_activation,Kf_R_trnsc,Kf_R_trnsl,PrmA_init_uM,PrmR_init_uM,Size_cell,Size_EC,Size_PM,sobj_cell1_extracellular0_size,vobj_cell1_size,vobj_extracellular0_size
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 100.0) (roi=('vl5') coord=(X=1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,0,0,0.100250702,0.100177151,0.100030049,0.09973264,0.099279505,0.098666467,0.097895743,0.096984526,0.095982231,0.095008516,0.094335019,0.09447433,0.095206033,0.096084556,0.096919715,0.097636274,0.098207087,0.098626648,0.098899289,0.099032652,0.099099333,0,0,,0.100250702,0.094335019,0.097739451,,1.062709304,,,,,,,,,,,,,,
,88,0,0,0.08037589,0.080300394,0.0801494,0.079844611,0.079381547,0.078757845,0.077978853,0.077066591,0.07607657,0.075132185,0.074493138,0.074616942,0.075307106,0.076157815,0.076981742,0.077697838,0.078273299,0.078698737,0.078976207,0.0791122,0.079180196,0,0,,0.08037589,0.074493138,0.077836148,,1.078970387,,,,,,,,,,,,,,
,89,0,0,0.063059161,0.062981365,0.062825771,0.062512366,0.062037989,0.061402673,0.060615636,0.059704378,0.058730531,0.057819817,0.057217119,0.05732399,0.057968131,0.058785386,0.059593574,0.060306573,0.06088562,0.061316812,0.061599344,0.061738175,0.06180759,0,0,,0.063059161,0.057217119,0.060487238,,1.102103051,,,,,,,,,,,,,,
,90,0,0,0.046837995,0.046757517,0.046596562,0.046273383,0.045786875,0.045140556,0.044348812,0.043445696,0.042498939,0.041634208,0.041075974,0.04116241,0.041748271,0.042518258,0.043299399,0.044001729,0.044580091,0.045015033,0.045301883,0.045443355,0.045514091,0,0,,0.046837995,0.041075974,0.044237192,,1.140277184,,,,,,,,,,,,,,
,91,0,0,0.027685216,0.02760433,0.027442556,0.027119938,0.026639804,0.026012318,0.025260146,0.024425345,0.023578841,0.022835164,0.022374271,0.022427171,0.022892911,0.023543272,0.02423164,0.024870972,0.025410718,0.025824161,0.026100294,0.026237475,0.026306066,0,0,,0.027685216,0.022374271,0.025182029,,1.237368401,,,,,,,,,,,,,,
,92,0,0,0.00247193,0.002462415,0.002443386,0.002405751,0.002350504,0.002279613,0.002196481,0.002106584,0.002018748,0.001947834,0.00191694,0.001920751,0.001959025,0.002025944,0.002100733,0.002171713,0.002232513,0.002279651,0.002311442,0.00232734,0.002335289,0,0,,0.00247193,0.00191694,0.002203076,,1.289518518,,,,,,,,,,,,,,
,93,0,0,7.51E-04,7.50E-04,7.48E-04,7.44E-04,7.37E-04,7.29E-04,7.20E-04,7.09E-04,7.00E-04,6.96E-04,7.08E-04,7.04E-04,6.95E-04,6.99E-04,7.07E-04,7.15E-04,7.22E-04,7.28E-04,7.31E-04,7.33E-04,7.34E-04,0,0,,0.00075083,0.000695257,0.000721942,,1.079930986,,,,,,,,,,,,,,
,94,0,0,7.88E-04,7.87E-04,7.85E-04,7.82E-04,7.77E-04,7.70E-04,7.61E-04,7.52E-04,7.44E-04,7.40E-04,7.51E-04,7.47E-04,7.39E-04,7.43E-04,7.50E-04,7.58E-04,7.64E-04,7.68E-04,7.71E-04,7.73E-04,7.74E-04,0,0,,0.000788088,0.000739429,0.000763036,,1.065806428,,,,,,,,,,,,,,
,95,0,0,0.001114669,0.001113274,0.001110482,0.001104888,0.001096491,0.001085378,0.001071841,0.001056632,0.00104162,0.001031626,0.001036788,0.00103465,0.001032269,0.001042056,0.001054689,0.001066535,0.001076357,0.001083745,0.001088615,0.001091015,0.001092216,0,0,,0.001114669,0.001031626,0.001072659,,1.080496963,,,,,,,,,,,,,,
,96,0,0,0.001886247,0.00188309,0.001876777,0.001864135,0.001845173,0.001820069,0.001789374,0.001754377,0.001718025,0.001687414,0.001677773,0.001678814,0.001692428,0.001720748,0.001750999,0.001778145,0.001800347,0.001816971,0.001827912,0.001833304,0.001836,0,0,,0.001886247,0.001677773,0.00178753,,1.124256188,,,,,,,,,,,,,,
,97,0,0,0.004728152,0.004714046,0.004685833,0.004629733,0.004546541,0.004438054,0.004307671,0.004161227,0.004008871,0.003870071,0.003784558,0.003800545,0.003894684,0.004019336,0.004144327,0.004256275,0.004348806,0.004418883,0.004465421,0.004488482,0.004500013,0,0,,0.004728152,0.003784558,0.004295787,,1.249327301,,,,,,,,,,,,,,
,98,0,0,0.179194731,0.179106412,0.178929773,0.17857429,0.178035339,0.177308569,0.176393975,0.175302658,0.174072562,0.172812799,0.171835448,0.171981064,0.172891006,0.173897842,0.174810064,0.175571639,0.176168576,0.176602707,0.176882559,0.177018585,0.177086598,0,0,,0.179194731,0.171835448,0.175927485,,1.042827501,,,,,,,,,,,,,,
,99,0,0,0.458120491,0.458054905,0.457923733,0.457657255,0.457247617,0.456685164,0.45596078,0.455069742,0.454022866,0.452888873,0.451959311,0.452196124,0.45318837,0.454197717,0.455063963,0.455763869,0.456302015,0.456689299,0.456937871,0.457058674,0.457119075,0,0,,0.458120491,0.451959311,0.455719415,,1.013632157,,,,,,,,,,,,,,
,100,0,0,0.508896212,0.508831184,0.508701128,0.508436861,0.508030473,0.507472159,0.506752467,0.505865911,0.504821561,0.50368464,0.502744301,0.502985966,0.503989316,0.505001681,0.505866692,0.506564051,0.50709963,0.50748483,0.507731985,0.507852083,0.507912132,0,0,,0.508896212,0.502744301,0.506510727,,1.012236659,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.451539437,,,,,,,,,,,,,,
